183,0,265,
186,0,286,
183,0,297,
214,0,305,
121,0,200,
112,0,179,
218,1,284,
214,0,212,
185,0,257,
190,0,265,
182,1,267,
181,0,268,
192,0,299,
115,0,233,
179,0,296,
191,0,287,
228,1,244,
164,1,282,
164,0,267,
238,0,249,
151,0,262,
122,0,240,
186,0,267,
184,1,250,
162,0,226,
179,0,244,
206,0,262,
219,0,209,
117,0,184,
126,0,202,
124,0,201,
122,0,198,
143,0,253,
109,0,213,
100,0,225,
148,0,269,
168,0,290,
191,0,234,
177,0,251,
161,0,231,
200,0,524,
107,0,185,
104,0,520,
103,0,170,
98,0,164,
91,0,173,
183,0,296,
111,0,180,
141,0,235,
