128,0,234,
139,1,232,
181,0,247,
184,0,243,
127,1,187,
133,0,273,
155,0,206,
186,0,323,
191,0,268,
182,0,267,
196,0,377,
186,0,368,
144,0,239,
130,0,233,
129,0,201,
190,0,246,
160,0,207,
170,0,224,
183,0,237,
173,0,224,
145,0,326,
131,0,233,
124,0,309,
126,0,317,
191,0,245,
181,1,239,
188,0,247,
112,0,179,
158,0,205,
173,1,307,
186,0,231,
187,0,236,
185,0,244,
196,0,277,
204,0,293,
202,0,297,
146,1,249,
122,0,309,
117,0,186,
180,0,238,
122,1,207,
170,1,226,
187,0,262,
213,0,289,
202,0,255,
178,0,227,
160,0,291,
142,0,271,
188,0,244,
137,0,245,
134,0,245,
191,0,290,
