46,0,27,
46,0,26,
29,0,11,
0,42,29,
0,40,14,
94,0,23,
22,0,28,
92,0,32,
4,0,25,
0,3,26,
22,0,25,
31,0,72,
113,0,84,
32,1,89,
94,0,171,
65,0,50,
50,0,39,
31,0,22,
38,0,14,
63,0,31,
9,0,44,
0,13,32,
67,0,14,
55,0,26,
28,0,29,
26,0,24,
0,31,57,
51,0,22,
0,46,25,
44,21,0,
44,0,70,
0,17,28,
0,3,12,
111,0,38,
16,0,36,
32,0,72,
111,0,86,
91,0,64,
81,0,55,
0,94,15,
0,1,23,
10,0,45,
50,0,3,
55,0,24,
49,0,23,
42,0,25,
0,44,67,
24,0,31,
0,34,29,
4,0,20,
95,0,51,
