36,0,181,
46,0,179,
45,0,147,
116,0,209,
103,0,225,
31,0,181,
42,0,199,
61,1,191,
33,1,160,
40,0,139,
84,0,172,
130,0,203,
139,0,220,
119,0,222,
127,0,236,
16,0,151,
96,0,230,
57,0,210,
61,0,193,
35,0,190,
52,0,187,
39,0,187,
45,0,158,
39,0,185,
32,0,195,
43,0,141,
61,1,163,
55,0,170,
0,9,109,
0,5,126,
108,0,208,
116,0,229,
9,0,131,
0,12,126,
120,0,245,
105,0,250,
40,0,192,
26,0,200,
32,0,173,
28,0,169,
47,0,160,
50,0,141,
41,0,139,
66,0,159,
103,1,205,
77,0,197,
78,0,193,
117,0,218,
121,0,227,
90,0,226,
64,0,227,
34,0,163,
24,0,167,
27,0,173,
38,0,200,
39,0,178,
47,0,153,
