0,13,192,
0,0,202,
15,0,209,
61,0,250,
64,0,270,
73,0,274,
62,0,247,
55,0,240,
78,0,281,
86,0,289,
80,0,272,
71,0,253,
70,0,221,
64,0,213,
63,0,218,
60,0,220,
69,0,225,
51,0,197,
107,0,169,
86,0,152,
84,0,151,
88,0,249,
103,0,176,
101,0,169,
0,0,187,
0,2,198,
1,0,210,
103,0,214,
71,0,261,
85,0,283,
80,0,284,
58,0,252,
53,1,253,
74,0,250,
69,0,223,
76,0,219,
137,1,284,
59,0,214,
110,0,183,
192,0,263,
188,0,254,
85,0,188,
0,6,211,
15,0,174,
54,0,237,
192,0,265,
124,0,267,
100,0,241,
77,0,149,
72,0,218,
84,1,227,
140,0,282,
107,1,168,
71,1,252,
74,0,169,
74,0,194,
58,1,202,
98,0,230,
61,0,271,
92,0,294,
90,0,279,
87,0,274,
92,0,257,
84,0,235,
