149,326,0,
108,281,0,
145,279,1,
98,244,0,
155,325,0,
102,291,0,
176,226,0,
162,296,0,
92,273,1,
108,281,0,
157,308,0,
173,251,1,
128,259,0,
142,316,0,
85,269,0,
150,291,1,
62,228,0,
73,243,0,
88,264,0,
80,254,0,
185,231,0,
158,290,0,
96,276,0,
163,330,0,
86,268,0,
149,321,0,
147,287,0,
95,234,0,
90,268,0,
159,326,0,
147,284,1,
177,241,0,
136,306,0,
197,259,0,
151,290,0,
28,195,0,
150,318,0,
123,275,0,
97,278,0,
155,323,0,
154,216,0,
102,176,1,
120,235,0,
95,266,0,
113,186,0,
108,214,0,
