0,168,39,
0,348,84,
0,173,56,
0,339,108,
0,127,41,
0,350,92,
0,142,34,
0,280,100,
0,156,48,
0,270,101,
0,257,103,
0,118,36,
0,163,32,
0,266,101,
0,128,20,
1,340,47,
0,191,102,
0,166,68,
0,265,72,
0,118,27,
1,252,107,
0,239,59,
0,379,89,
0,351,111,
0,171,43,
0,236,37,
0,269,98,
0,134,47,
0,335,51,
0,270,76,
0,282,91,
0,128,37,
0,151,38,
0,186,109,
0,265,108,
0,336,35,
0,143,44,
0,252,27,
0,279,100,
0,283,118,
0,249,127,
0,202,131,
0,332,126,
0,216,22,
0,210,22,
0,125,54,
0,164,24,
0,294,105,
0,202,121,
