198,238,0,
166,197,0,
163,167,0,
139,143,0,
164,192,0,
158,194,0,
164,202,0,
159,194,0,
192,221,0,
201,235,0,
184,207,1,
163,161,0,
178,183,0,
166,170,0,
138,132,0,
124,122,0,
143,150,1,
133,144,1,
156,186,1,
155,189,1,
166,200,0,
192,222,0,
201,230,0,
204,238,0,
152,156,0,
147,163,0,
132,133,1,
187,204,0,
153,156,0,
164,190,0,
189,217,0,
165,361,0,
144,145,0,
190,218,0,
168,166,0,
148,144,0,
160,177,0,
183,205,0,
168,171,0,
150,151,0,
172,196,0,
198,234,0,
179,194,0,
153,162,0,
186,207,0,
179,329,0,
160,162,0,
176,193,0,
197,220,0,
170,175,0,
142,143,1,
