150,290,0,
118,222,0,
128,237,0,
92,163,1,
109,208,0,
141,287,0,
130,253,1,
111,189,0,
117,209,0,
135,290,0,
152,293,0,
161,284,0,
137,230,1,
139,212,0,
119,231,0,
96,160,0,
87,152,0,
85,156,0,
99,69,0,
105,203,0,
118,216,0,
139,298,1,
155,287,0,
170,282,0,
146,232,0,
145,236,0,
148,260,0,
121,201,0,
103,180,0,
97,170,0,
83,149,0,
82,151,0,
96,162,0,
123,225,0,
138,214,0,
123,237,0,
113,206,1,
108,219,0,
110,94,0,
122,97,1,
137,288,1,
148,278,0,
139,290,0,
126,251,0,
106,176,0,
