215,250,0,
67,107,0,
164,115,0,
221,152,1,
202,209,0,
57,65,0,
69,100,0,
156,109,0,
158,199,0,
64,76,0,
94,107,0,
219,151,0,
81,115,0,
93,125,0,
91,128,0,
219,234,1,
186,186,0,
75,172,0,
180,183,0,
182,191,0,
68,91,0,
49,71,0,
141,166,0,
146,100,0,
153,114,0,
40,140,0,
138,138,0,
54,54,1,
60,63,0,
69,172,0,
203,210,0,
218,219,0,
208,128,0,
123,146,0,
227,160,0,
232,171,0,
110,144,0,
213,249,0,
205,143,0,
77,117,0,
166,198,0,
156,100,0,
150,100,0,
134,152,0,
158,172,0,
32,35,0,
156,149,0,
46,135,0,
141,140,0,
195,208,0,
65,104,1,
