0,142,163,
0,199,186,
0,142,119,
0,176,119,
0,236,166,
0,201,180,
0,234,122,
0,183,170,
0,144,156,
0,173,133,
0,202,191,
0,293,184,
0,138,162,
0,195,184,
0,179,125,
0,203,188,
0,167,114,
0,203,191,
0,203,182,
0,136,170,
0,217,177,
0,217,114,
0,176,121,
0,217,207,
0,179,114,
0,225,104,
0,167,108,
0,234,193,
0,147,121,
0,145,160,
0,183,169,
0,183,185,
0,155,179,
0,216,169,
0,203,187,
0,222,102,
0,167,106,
0,186,110,
0,216,203,
0,221,211,
0,144,176,
0,218,178,
