100,145,0,
46,101,0,
106,140,0,
108,113,0,
53,71,0,
96,127,0,
95,95,0,
47,56,0,
39,90,1,
1,107,41,
84,130,0,
66,99,1,
0,92,14,
1,84,16,
9,110,0,
2,119,0,
35,99,0,
75,128,0,
24,68,0,
71,77,0,
0,95,20,
5,128,0,
0,98,13,
71,98,0,
123,160,0,
25,90,0,
41,99,0,
103,104,0,
0,86,46,
99,107,0,
0,102,1,
0,120,19,
3,119,0,
0,93,22,
0,101,41,
101,136,0,
52,100,1,
83,131,0,
0,98,33,
85,125,0,
95,103,0,
0,100,38,
0,83,53,
111,148,0,
35,93,0,
94,100,0,
62,108,0,
105,104,0,
117,150,0,
93,112,0,
0,100,32,
54,105,0,
20,85,0,
