0,0,1287,
160,0,194,
161,0,207,
147,0,155,
165,0,164,
167,0,171,
166,0,180,
191,0,148,
194,0,232,
197,0,236,
177,0,204,
169,0,170,
178,0,174,
178,0,184,
184,0,213,
172,0,215,
158,0,207,
152,0,190,
151,0,181,
138,0,152,
124,0,124,
127,0,125,
137,0,134,
147,0,158,
155,0,170,
142,0,140,
159,0,157,
172,0,166,
188,0,185,
185,0,189,
188,0,200,
205,0,230,
204,0,165,
208,0,247,
105,0,150,
207,0,252,
199,0,240,
183,0,230,
179,0,203,
190,0,218,
169,0,173,
174,0,185,
152,0,159,
132,0,131,
149,0,159,
162,0,190,
169,0,209,
162,1,205,
159,0,202,
142,1,149,
139,0,144,
142,0,149,
155,0,157,
146,0,150,
166,0,182,
155,0,168,
