91,0,198,
77,0,156,
82,0,164,
191,0,207,
90,0,167,
123,0,188,
135,0,201,
131,1,208,
115,0,198,
85,0,173,
87,0,191,
88,0,205,
91,0,212,
90,1,209,
76,0,190,
85,0,192,
122,0,225,
136,0,250,
169,0,326,
155,0,269,
155,0,257,
140,0,242,
139,0,260,
139,0,260,
111,0,237,
96,0,219,
178,0,215,
72,0,117,
174,0,193,
175,0,173,
86,0,175,
72,0,398,
164,0,257,
175,0,171,
197,0,171,
225,0,192,
139,0,444,
144,0,1662,
142,0,248,
142,0,132,
132,1,236,
103,0,213,
180,0,165,
87,0,193,
83,0,155,
117,0,184,
132,0,200,
149,0,265,
102,0,225,
172,0,208,
168,0,159,
169,0,202,
142,0,218,
156,0,269,
