0,225,91,
0,237,141,
0,157,84,
0,168,124,
0,221,90,
0,237,127,
0,236,116,
0,166,94,
0,192,171,
0,213,130,
0,163,117,
0,195,128,
0,208,135,
0,227,136,
0,215,168,
0,220,179,
0,221,110,
0,149,159,
0,149,78,
0,172,183,
0,172,124,
0,227,138,
0,225,185,
0,141,164,
0,171,127,
0,230,136,
0,201,173,
0,146,174,
0,176,229,
0,217,184,
0,220,122,
0,223,134,
0,163,214,
0,175,180,
0,218,188,
0,170,113,
0,204,178,
0,169,205,
0,209,106,
0,204,225,
0,162,114,
0,193,182,
0,211,105,
0,228,176,
0,231,170,
0,176,176,
0,150,164,
0,223,172,
0,231,154,
0,228,213,
0,241,142,
0,147,160,
0,250,181,
0,172,124,
0,221,183,
