77,54,0,
98,79,0,
59,115,0,
31,66,0,
31,87,0,
100,63,0,
97,65,0,
105,74,0,
42,99,0,
71,49,0,
80,55,0,
61,128,0,
0,11,19,
27,54,0,
7,28,0,
89,29,1,
30,0,3,
24,87,0,
41,11,0,
45,12,0,
72,143,1,
69,140,0,
45,105,1,
33,65,0,
33,70,0,
13,28,1,
53,103,0,
67,122,0,
74,148,0,
36,98,0,
76,151,0,
57,112,0,
36,76,0,
30,81,0,
26,85,0,
71,145,0,
55,111,0,
30,64,0,
38,94,0,
72,143,0,
58,112,0,
35,76,0,
26,0,0,
64,132,0,
37,8,0,
76,152,0,
58,121,0,
25,60,1,
40,98,0,
